IslandName,OuterIsland_LOS
80. TANNA,3
80. TANNA,3
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,1
80. TANNA,5
80. TANNA,4
80. TANNA,4
80. TANNA,1
80. TANNA,1
80. TANNA,6
80. TANNA,150
80. TANNA,0
80. TANNA,28
80. TANNA,2
80. TANNA,2
80. TANNA,0
80. TANNA,1
80. TANNA,1
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,2
80. TANNA,1
80. TANNA,2
80. TANNA,3
80. TANNA,2
80. TANNA,0
80. TANNA,1
80. TANNA,1
80. TANNA,4
80. TANNA,2
80. TANNA,2
80. TANNA,335
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,1
80. TANNA,30
80. TANNA,2
80. TANNA,3
80. TANNA,9
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,0
80. TANNA,5
80. TANNA,4
80. TANNA,3
80. TANNA,3
80. TANNA,0
80. TANNA,11
80. TANNA,3
80. TANNA,1
80. TANNA,4
80. TANNA,3
80. TANNA,10
80. TANNA,3
80. TANNA,2
80. TANNA,4
80. TANNA,300
80. TANNA,1
80. TANNA,2
80. TANNA,6
80. TANNA,7
80. TANNA,2
80. TANNA,3
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,2
80. TANNA,300
80. TANNA,2
80. TANNA,2
80. TANNA,6
80. TANNA,3
80. TANNA,1
80. TANNA,20
80. TANNA,2
80. TANNA,4
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,7
80. TANNA,1
80. TANNA,6
80. TANNA,1
80. TANNA,1
80. TANNA,3
80. TANNA,2
80. TANNA,0
80. TANNA,4
80. TANNA,2
80. TANNA,3
80. TANNA,2
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,8
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,3
80. TANNA,2
80. TANNA,0
80. TANNA,1
80. TANNA,1
80. TANNA,4
80. TANNA,4
80. TANNA,3
80. TANNA,2
80. TANNA,0
80. TANNA,8
80. TANNA,3
80. TANNA,2
80. TANNA,0
80. TANNA,3
80. TANNA,1
80. TANNA,8
80. TANNA,2
80. TANNA,7
80. TANNA,7
80. TANNA,1
80. TANNA,3
80. TANNA,3
80. TANNA,300
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,6
80. TANNA,10
80. TANNA,5
80. TANNA,2
80. TANNA,4
80. TANNA,1
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,0
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,3
80. TANNA,4
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,3
80. TANNA,2
80. TANNA,5
80. TANNA,2
80. TANNA,1
80. TANNA,6
80. TANNA,2
80. TANNA,4
80. TANNA,3
80. TANNA,1
80. TANNA,7
80. TANNA,3
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,6
80. TANNA,6
80. TANNA,1
80. TANNA,3
80. TANNA,0
80. TANNA,0
80. TANNA,4
80. TANNA,1
80. TANNA,2
80. TANNA,1
80. TANNA,2
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,1
80. TANNA,3
80. TANNA,4
80. TANNA,0
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,3
80. TANNA,3
80. TANNA,5
80. TANNA,6
80. TANNA,6
80. TANNA,2
80. TANNA,3
80. TANNA,2
80. TANNA,1
80. TANNA,4
80. TANNA,18
80. TANNA,5
80. TANNA,0
80. TANNA,1
80. TANNA,1
80. TANNA,6
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,6
80. TANNA,7
80. TANNA,5
80. TANNA,5
80. TANNA,2
80. TANNA,3
80. TANNA,2
80. TANNA,3
80. TANNA,4
80. TANNA,3
80. TANNA,0
80. TANNA,3
80. TANNA,0
80. TANNA,2
80. TANNA,3
80. TANNA,5
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,4
80. TANNA,3
80. TANNA,2
80. TANNA,9
80. TANNA,1
80. TANNA,1
80. TANNA,4
80. TANNA,2
80. TANNA,7
80. TANNA,8
80. TANNA,10
80. TANNA,210
80. TANNA,4
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,0
80. TANNA,3
80. TANNA,0
80. TANNA,2
80. TANNA,2
80. TANNA,0
80. TANNA,6
80. TANNA,2
80. TANNA,2
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,2
80. TANNA,7
80. TANNA,7
80. TANNA,1
80. TANNA,2
80. TANNA,3
80. TANNA,3
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,3
80. TANNA,7
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,2
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,0
80. TANNA,2
80. TANNA,8
80. TANNA,1
80. TANNA,2
80. TANNA,3
80. TANNA,4
80. TANNA,4
80. TANNA,8
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,10
80. TANNA,4
80. TANNA,4
80. TANNA,3
80. TANNA,2
80. TANNA,4
80. TANNA,1
80. TANNA,1
80. TANNA,1
80. TANNA,2
80. TANNA,2
80. TANNA,0
80. TANNA,7
80. TANNA,2
80. TANNA,7
80. TANNA,3
80. TANNA,2
80. TANNA,2
80. TANNA,3
80. TANNA,3
80. TANNA,1
80. TANNA,90
80. TANNA,1
80. TANNA,1
80. TANNA,6
80. TANNA,7
80. TANNA,1
80. TANNA,1
80. TANNA,2
82. IRIRIKI,4
82. IRIRIKI,4
82. IRIRIKI,9
82. IRIRIKI,9
82. IRIRIKI,4
82. IRIRIKI,4
82. IRIRIKI,4
82. IRIRIKI,4
82. IRIRIKI,9
82. IRIRIKI,4
82. IRIRIKI,4
82. IRIRIKI,4
